Nr.;BLZ;Institut;Ort;RZ;Organisation;HBCI-Zugang DNS;HBCI- Zugang     IP-Adresse;HBCI-Version;DDV;RDH-1;RDH-2;RDH-3;RDH-4;RDH-5;RDH-6;RDH-7;RDH-8;RDH-9;RDH-10;RAH-7;RAH-9;RAH-10;PIN/TAN-Zugang URL;Version;Datum letzte Änderung;;;;;
1740;50070024;Deutsche Bank Privat und Geschäftskunden;Hofheim am Taunus;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
1741;50070024;Deutsche Bank Privat und Geschäftskunden;Königstein im Taunus;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
1742;50070024;Deutsche Bank Privat und Geschäftskunden;Kronberg im Taunus;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
1743;50070024;Deutsche Bank Privat und Geschäftskunden;Oberursel (Taunus);eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
1744;50073019;Deutsche Bank;Rüsselsheim am Main;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
1745;50073019;Deutsche Bank;Raunheim;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
1746;50073024;Deutsche Bank Privat und Geschäftskunden;Rüsselsheim am Main;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
1747;50073024;Deutsche Bank Privat und Geschäftskunden;Raunheim;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
1748;50090500;Sparda-Bank Hessen eG;Frankfurt am Main;Sparda-Datenverarbeitung eG;BVR;;;;;;;;;;;;;;;;;;https://fints.bankingonline.de/fints/FinTs30PinTanHttpGate;FinTS V3.0;26.09.2013;;;;;
1749;50090900;PSD Bank Hessen-Thüringen;Eschborn, Taunus;Fiducia & GAD IT AG;BVR;;;;;;;;;;;;;;;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;16.09.2016;;;;;
1750;50092100;Spar- u Kreditbank ev-freikirchl Gemeinden;Bad Homburg v d Höhe;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1751;50092200;Volksbank Main-Taunus;Kelkheim (Taunus);Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1752;50092900;Volksbank Usinger Land Ndl d Frankfurter VB;Usingen;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1753;50093000;Rüsselsheimer Volksbank;Rüsselsheim;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1754;50093400;Volksbank Kelsterbach Ndl d Frankfurter VB;Kelsterbach;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1755;50110700;Frankfurter Bankgesellschaft;Frankfurt am Main;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1756;50120900;VakifBank International Wien Zndl Frankfurt;Frankfurt am Main;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1757;50123400;VTB Bank AG;Frankfurt;Fiducia & GAD IT AG;BVR;;;;;;;;;;;;;;;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
1758;50130400;Merck Finck & Co.;Frankfurt;Bank-Verlag GmbH;BdB;hbciserver.bankverlag.de;nicht unterstützt;3.0;;ja;;ja;;ja;;;;;;;;;https://www.bv-activebanking.de/hbciTunnel/hbciTransfer.jsp;FinTS V3.0;08.10.2010;;;;;
1759;50190000;Frankfurter Volksbank eG;Frankfurt am Main;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1760;50190400;Volksbank Griesheim;Frankfurt am Main;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1761;50220900;Hauck & Aufhäuser Privatbankiers;München;Bank-Verlag GmbH;BdB;hbciserver.bankverlag.de;nicht unterstützt;3.0;;ja;;ja;;ja;;;;;;;;;;;;;;;;
1762;50320191;UniCredit Bank - HypoVereinsbank AG;Frankfurt am Main;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
1763;50320191;UniCredit Bank - HypoVereinsbank AG;Hanau;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
1764;50320191;UniCredit Bank - HypoVereinsbank AG;Bad Homburg v d Höhe;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
1765;50520190;UniCredit Bank - HypoVereinsbank AG;Offenbach am Main;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
1766;50520190;UniCredit Bank - HypoVereinsbank AG;Rodgau;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
1767;50530000;Cronbank;Dreieich;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1768;50540028;Commerzbank;Offenbach ;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010;;;;;
1769;50540028;Commerzbank;Obertshausen;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010;;;;;
1770;50540028;Commerzbank;Mühlheim ;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010;;;;;
1771;50550020;Sparkasse Offenbach;Offenbach;Finanz Informatik GmbH & Co. KG;DSGV;banking-hs3.s-fints-pt-hs.de;nicht unterstützt;3.0;ja;;;;;;;;;;;ja;;;https://banking-hs3.s-fints-pt-hs.de/fints30;FinTS V3.0;09.07.2016;;;;;
1772;50560102;Raiffeisenbank Offenbach/M.-Bieber;Offenbach am Main;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1773;50561315;Vereinigte Volksbank Maingau;Obertshausen;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1774;50570018;Deutsche Bank;Offenbach am Main;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
1775;50570018;Deutsche Bank;Neu-Isenburg;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
1776;50570018;Deutsche Bank;Obertshausen;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
1777;50570018;Deutsche Bank;Heusenstamm;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
1778;50570018;Deutsche Bank;Mühlheim am Main;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
1779;50570018;Deutsche Bank;Dreieich;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
1780;50570018;Deutsche Bank;Dietzenbach;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
1781;50570018;Deutsche Bank;Langen (Hessen);eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
1782;50570018;Deutsche Bank;Rodgau;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
1783;50570024;Deutsche Bank Privat und Geschäftskunden;Offenbach am Main;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
1784;50570024;Deutsche Bank Privat und Geschäftskunden;Dietzenbach;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
1785;50570024;Deutsche Bank Privat und Geschäftskunden;Dreieich;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
1786;50570024;Deutsche Bank Privat und Geschäftskunden;Heusenstamm;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
1787;50570024;Deutsche Bank Privat und Geschäftskunden;Langen (Hessen);eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
1788;50570024;Deutsche Bank Privat und Geschäftskunden;Mühlheim am Main;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
1789;50570024;Deutsche Bank Privat und Geschäftskunden;Neu-Isenburg;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
1790;50570024;Deutsche Bank Privat und Geschäftskunden;Obertshausen;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
1791;50570024;Deutsche Bank Privat und Geschäftskunden;Rodgau;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
1792;50590000;Offenbacher Volksbank -alt-;Offenbach am Main;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1793;50592200;Volksbank Dreieich;Dreieich;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1794;50640015;Commerzbank;Hanau;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010;;;;;
1795;50650023;Sparkasse Hanau;Hanau;Finanz Informatik GmbH & Co. KG;DSGV;banking-hs3.s-fints-pt-hs.de;nicht unterstützt;3.0;ja;;;;;;;;;;;ja;;;https://banking-hs3.s-fints-pt-hs.de/fints30;FinTS V3.0;09.07.2016;;;;;
1796;50652124;Sparkasse Langen-Seligenstadt;Langen-Seligenstadt;Finanz Informatik GmbH & Co. KG;DSGV;banking-hs1.s-fints-pt-hs.de;nicht unterstützt;3.0;ja;;;;;;;;;;;ja;;;https://banking-hs1.s-fints-pt-hs.de/fints30;FinTS V3.0;09.07.2016;;;;;
1797;50661639;VR Bank Main-Kinzig-Büdingen;Büdingen, Hess;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1798;50661816;Volksbank Heldenbergen Ndl d Frankfurter VB;Nidderau, Hess;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1799;50662299;Raiffeisenbank Bruchköbel -alt-;Bruchköbel;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1800;50662669;Raiffeisenbank Maintal Ndl d Frankfurter VB;Maintal;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1801;50663699;Raiffeisenbank;Rodenbach b Hanau;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1802;50670009;Deutsche Bank;Hanau;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
1803;50670009;Deutsche Bank;Wächtersbach;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
1804;50670024;Deutsche Bank Privat und Geschäftskunden;Hanau;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
1805;50670024;Deutsche Bank Privat und Geschäftskunden;Wächtersbach;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
1806;50690000;Volksbank Raiffeisenbank Hanau Ndl d Frankf VB;Hanau;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1807;50692100;Volksbank Seligenstadt;Seligenstadt, Hess;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1808;50750094;Kreissparkasse Gelnhausen;Gelnhausen;Finanz Informatik GmbH & Co. KG;DSGV;banking-hs1.s-fints-pt-hs.de;nicht unterstützt;3.0;ja;;;;;;;;;;;ja;;;https://banking-hs1.s-fints-pt-hs.de/fints30;FinTS V3.0;09.07.2016;;;;;
1809;50761333;Volksbank;Büdingen, Hess;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1810;50761613;Volksbank Büdingen -alt-;Nidda;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1811;50763319;Raiffeisenbank Vogelsberg;Birstein;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1812;50790000;VR Bank Bad Orb-Gelnhausen;Gelnhausen;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1813;50793300;Birsteiner Volksbank;Birstein;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1814;50794300;VR Bank Wächtersbach/Bad Soden-Salmünster -alt;Wächtersbach;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1815;50820292;UniCredit Bank - HypoVereinsbank AG;Darmstadt;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
1816;50840005;Commerzbank;Darmstadt;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010;;;;;
1817;50840005;Commerzbank;Groß-Gerau;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010;;;;;
1818;50840005;Commerzbank;Langen ;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010;;;;;
1819;50840005;Commerzbank;Pfungstadt;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010;;;;;
1820;50840005;Commerzbank;Bensheim;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010;;;;;
1821;50850150;Sparkasse Darmstadt;Darmstadt;Finanz Informatik GmbH & Co. KG;DSGV;banking-hs3.s-fints-pt-hs.de;nicht unterstützt;3.0;ja;;;;;;;;;;;ja;;;https://banking-hs3.s-fints-pt-hs.de/fints30;FinTS V3.0;09.07.2016;;;;;
1822;50851952;Sparkasse Odenwaldkreis;Odenwaldkreis;Finanz Informatik GmbH & Co. KG;DSGV;banking-hs4.s-fints-pt-hs.de;nicht unterstützt;3.0;ja;;;;;;;;;;;ja;;;https://banking-hs4.s-fints-pt-hs.de/fints30;FinTS V3.0;09.07.2016;;;;;
1823;50852553;Kreissparkasse Groß-Gerau;Groß-Gerau;Finanz Informatik GmbH & Co. KG;DSGV;banking-hs2.s-fints-pt-hs.de;nicht unterstützt;3.0;ja;;;;;;;;;;;ja;;;https://banking-hs2.s-fints-pt-hs.de/fints30;FinTS V3.0;09.07.2016;;;;;
1824;50852651;Sparkasse Dieburg;Dieburg;Finanz Informatik GmbH & Co. KG;DSGV;banking-hs2.s-fints-pt-hs.de;nicht unterstützt;3.0;ja;;;;;;;;;;;ja;;;https://banking-hs2.s-fints-pt-hs.de/fints30;FinTS V3.0;09.07.2016;;;;;
1825;50861393;Spar- und Darlehnskasse Zell -alt-;Bad König;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1826;50861501;Raiffeisenbank Nördliche Bergstraße;Alsbach-Hähnlein;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1827;50862311;Volksbank Gräfenhausen -alt-;Weiterstadt;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1828;50862408;Vereinigte Volksbank Griesheim-Weiterstadt;Griesheim, Hess;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1829;50862703;Volksbank Gersprenztal-Otzberg;Reinheim, Odenw;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1830;50862835;Raiffeisenbank Schaafheim;Schaafheim;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1831;50862903;Volksbank Mainspitze;Ginsheim-Gustavsburg;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1832;50863513;Volksbank Odenwald;Michelstadt;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1833;50864322;Volksbank Modau;Ober-Ramstadt;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1834;50864808;Volksbank Seeheim-Jugenheim;Seeheim-Jugenheim;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1835;50865224;VB Mörfelden-Walldorf Ndl d Frankfurter VB;Mörfelden-Walldorf;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1836;50865503;Volksbank;Eppertshausen;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1837;50870005;Deutsche Bank;Darmstadt;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
1838;50870005;Deutsche Bank;Griesheim;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
1839;50870005;Deutsche Bank;Groß-Gerau;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
1840;50870005;Deutsche Bank;Michelstadt;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
1841;50870024;Deutsche Bank Privat und Geschäftskunden;Darmstadt;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
1842;50870024;Deutsche Bank Privat und Geschäftskunden;Griesheim;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
1843;50870024;Deutsche Bank Privat und Geschäftskunden;Groß-Gerau;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
1844;50870024;Deutsche Bank Privat und Geschäftskunden;Michelstadt;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
1845;50890000;Volksbank Darmstadt - Kreis Bergstraße;Darmstadt;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1846;50892500;Groß-Gerauer Volksbank;Groß-Gerau;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
1847;50950068;Sparkasse Bensheim;Bensheim;Finanz Informatik GmbH & Co. KG;DSGV;banking-hs4.s-fints-pt-hs.de;nicht unterstützt;3.0;ja;;;;;;;;;;;ja;;;https://banking-hs4.s-fints-pt-hs.de/fints30;FinTS V3.0;09.07.2016;;;;;
